brand,model,type,energy_class,area,functions,guarantee,curr_price,prev_price,min_power,max_power,min_temp,max_temp
VIVAX,ACP-12CH35AEFIs R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,30,Внесете свежина во вашите домашни и деловни простории и во најтешките летни денови!,5,17990.0,20990.0,3517,3810,-10,50
TESLA,CLASSIC TA36FFLL-1232IA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,3,18990.0,,3400,3500,-15,49
VIVAX,ACP-12CH35AEXIs R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,30,/,5,19990.0,24990.0,3520,3810,-15,50
VIVAX,ACP-09CH25AEQIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"Висока ефикасност, прикажување на самодијагноза, индикатор за истекување на гасот за разладување, 1W standby, турбо, заштита на вентил на надворешна единица, интелегентно отопување, 12 Fan Speed, безшумна опција, двосмерен одвод на кондензат, дигитален екран.",5,19990.0,22990.0,2638,2930,-15,50
VIVAX,ACP-09PT25AEG,МОБИЛНИ КЛИМА УРЕДИ,A,25,"Тајмер, 3 стапки на проток на воздух, Рачно ракување, Повеќенасочни тркала.",3,19990.0,,2640,2640,17,35
TOSOT,MUSE PREMIUM TWH12AFBXB-K6DNA5A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,30,"Произведено од GREE. Самодијагноза, интелегентно отопување, аuto restart, нормален sleep mode,тајмер, turbo",3,19990.0,31990.0,3200,3400,-15,43
VIVAX,ACP-09CH25AEMIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"Висока ефикасност, самодијагноза, 1W standby, заштита на вентил надворешна единица, 12 Fan Speed, self cleaning, индикатор за истекување на гасот за разладување, безшумна операција, двосмерен одвод на кондензат, дигитален екран, sleep mode, тајмер, интелегентно отопување, memory функција, турбо, припрема за Wi-Fi  ( WiFi ready )",5,19990.0,24990.0,2638,2930,-15,50
VIVAX,ACP-12CH35AEQIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"Висока ефикасност, прикажување на самодијагноза, индикатор за истекување на гасот за разладување, 1W standby, турбо, заштита на вентил на надворешна единица, интелегентно отопување, 12 Fan Speed, безшумна опција, двосмерен одвод на кондензат, дигитален екран.",5,20990.0,25990.0,3517,3810,-15,50
TESLA,CLASSIC TT34EX21-1232IA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,3,20990.0,25990.0,3400,3420,-20,53
VIVAX,ACP-12CH35AEMIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"-ГРАТИС WI-FI МОДУЛ!
Висока ефикасност, самодијагноза, 1W standby, заштита на вентил надворешна единица, висока ефикасност, 12 Fan Speed, self cleaning, индикатор за истекување на гасот за разладување, безшумна операција, двосмерен одвод на кондензат, дигитален екран, sleep mode, тајмер, интелегентно отопување, memory функција, турбо.",5,21990.0,27990.0,3517,3810,-15,50
TESLA,SELECT TT34EX81-1232IAW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,3,21990.0,26990.0,3400,3420,-20,53
TESLA,PORTABLE TTMYW-12CHW,МОБИЛНИ КЛИМА УРЕДИ,A,30,/,3,22990.0,,3200,2900,0,0
TESLA,SELECT STYLE TT34EX82BM-1232IAW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Стерилизација на 56°C,3,22990.0,,3400,3420,-20,53
TESLA,SELECT STYLE TT34EX82SM-1232IAW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Стерилизација на 56°C,3,22990.0,,3400,3420,-20,53
GREE,Charmo Premium GWH12ATBXB-K6DNA1D,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,30,"GREE компресор со магнети од ретки метали (Rare Earth Magnet)
Функции",10,22990.0,26990.0,3200,3400,-15,43
TCL,Elite Lite TAC-12CHSD/XA73IF,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,3,22990.0,25990.0,3400,3420,-20,53
VIVAX,ACP-12CH35AENI R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,5,22990.0,27990.0,3517,3810,-20,50
TESLA,PORTABLE TTMYB-12CHW,МОБИЛНИ КЛИМА УРЕДИ,A,30,/,3,23590.0,,3200,2900,0,0
AUX,Gentle Breeze ASW-H09B5C4/CAR3DI-C3,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"A++ / A+++ висока енергетска класа при ладење / греење (топла зона)
DC Hybrid inverter  технологија
SOFT AIR микро отвори за безосетно ладење
вграден WiFi уред за постојана контрола 
I FEEL опција со далечинско како термостат, VOICE Control, 4D Wind, UVC дезинфекција
греач во када на надворешната единица против мрзнење
опсег на работа ладење – надворешна температура од 15 ÷ 52oC
опсег на работа греење – надворешна температура од -25 ÷ 24oC",5,23990.0,,2700,3200,-25,52
VIVAX,ACP-12PT35AEFs,МОБИЛНИ КЛИМА УРЕДИ,A,35,"0.5 W standby, мemory функција (auto-restart), аnti cool air design, oдвлажнување, тајмер, sleep mode, led display, прикажување на само дијагноза, повеќенасочни позиции, самоиспарувачки систем.",3,23990.0,,3517,3517,0,0
HISENSE,EASY SMART CA35YR03G-CA35YR03W,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на  https,2,23990.0,28990.0,3400,3800,-20,43
TESLA,ADVANCE TA36QQCT-1232IAWT,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"Функција против создавање на мувла и габи 
Функција против ‘рѓа 
Стерилизација на 56°C",3,24990.0,,3500,3800,-25,49
AUX,Gentle Breeze ASW-H12C5A4/CAR3DI-B8,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"A++ / A+++ висока енергетска класа при ладење / греење (топла зона)
DC Hybrid inverter  технологија
SOFT AIR микро отвори за безосетно ладење
вграден WiFi уред за постојана контрола 
I FEEL опција со далечинско како термостат, VOICE Control, 4D Wind, UVC дезинфекција
греач во када на надворешната единица против мрзнење
опсег на работа ладење – надворешна температура од 15 ÷ 52oC
опсег на работа греење – надворешна температура од -25 ÷ 24oC",5,24990.0,,3500,3800,-25,52
TESLA,ADVANCE TT34TP81-1232IAWT,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,UV lamp,3,24990.0,28990.0,3500,3620,-25,53
TESLA,ADVANCE TT34TP81-1232IHWT,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,"Функција против создавање на мувла и габи 
Функција против ‘рѓа 
Стерилизација на 56°C",3,25990.0,,3520,3860,-25,52
GREE,PULAR PREMIUM GWH07AGA-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,20,/,10,25990.0,29990.0,2200,2400,-15,43
HAIER,AS25RHBHRA / 1U25YERFRA Revive,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"- Фабрички вграден hOn Wi-Fi
- Tивок режим на работа (18dB)
- Coanda Plus технологија за рамномерна дистрибуција на воздухот
- Super Quiet mode, Comfortable sleep mode, Aнтибактериски филтер
- Модерниот дизајн дава можност за многу брза и прецизна инсталација",3,25990.0,,2500,2800,-15,43
VIVAX,ACP-12PT35AEHs,МОБИЛНИ КЛИМА УРЕДИ,A+,35,"0.5 W standby, memory функција (auto-restart), anti cool air design, oдвлажнување, тајмер, sleep mode, led display, прикажување на само диагноза, повеќенасочни позиции, самоиспарувачки систем.",3,25990.0,,3500,2900,5,35
HAIER,AS35RHBHRA / 1U35YERFRA Revive,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"- Фабрички вграден hOn Wi-Fi - Tивок режим на работа (18dB) - Coanda Plus технологија за рамномерна дистрибуција на воздухот - Super Quiet mode, Comfortable sleep mode, Aнтибактериски филтер - Модерниот дизајн дава можност за многу брза и прецизна инсталација",3,26990.0,32000.0,3200,3400,-15,43
GREE,Charmo Arctic PRO II GWH09ATCXB-K6DNA4A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,Функции,10,26990.0,29990.0,2700,3000,-25,50
GREE,PULAR PREMIUM GWH09AGA-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,/,10,26990.0,31990.0,2500,2800,-15,43
TESLA,ADVANCE TT34TP91-1232IHWT,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,UV lamp,3,26990.0,,3510,3800,-25,53
HISENSE,WINGS PRO KB35YR3EG-KB35YR3EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на  https,2,26990.0,32990.0,3400,3800,-20,43
BOSCH,CLIMATE 2000 26 WE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"- Внатрешната единица може да работи исклучително тивко со ниво на бучавост од само 21 dB(A)
- Филтрите со висока густина и филтрите со ладен катализатор ја отстрануваат прашината и поленот од просторијата до 80%
- Комбинацијата на вертикални и хоризонтални перки за вентилација обезбедува рамномерна распределба на протокот на воздух",3,27900.0,35900.0,2600,2900,-15,50
GREE,FAIRY PREMIUM GWH12ACC-K6DNA1F,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"SMART DC Инвертер со G10 технологија, патент на ГРЕЕ
GREE компресор со магнети од ретки метали (Rare Earth Magnet)
EEV – Eлектронски експанзионен вентил, Грејач на тацна за одмрзнување на кондензат
Функции",10,27990.0,39990.0,3510,3810,-25,50
GREE,FAIRY PREMIUM Black GWH12ACC-K6DNA1F,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"SMART DC Инвертер со G10 технологија, патент на ГРЕЕ GREE компресор со магнети од ретки метали (Rare Earth Magnet) EEV – Eлектронски експанзионен вентил, Грејач на тацна за одмрзнување на кондензат Функции",10,27990.0,41990.0,3510,3810,-25,50
VIVAX,ACP-09CH25AERI+ R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,25,/,5,27990.0,33990.0,2638,2931,-25,50
VIVAX,ACP-12CH35AERI+ R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,/,5,27990.0,36990.0,3517,3810,-25,50
VIVAX,ACP-09CH25AERI+ R32 Gold,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,25,/,5,27990.0,33990.0,2638,2931,-25,50
VIVAX,ACP-09CH25AERI+ R32 Silver,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,25,/,5,27990.0,33990.0,2638,2931,-25,50
TOSOT,MUSE EXTREME LCLH TWH12AFC-K6DNA5F,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"Произведено од GREE. Самодијагноза, интелегентно отопување, аuto restart, I Feel фунција, нормален sleep mode,тајмер, turbo",3,27990.0,37990.0,3510,3810,-25,50
HAIER,TIDE PLUS AS25THMHRA-C/1U25YEFFRA-C,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"DC Inverter технологија со Intelligent Air, функција на самочистење и самодијагностицирање, можност за Wi-Fi управување, Auto-restart, 24h тајмер, оптимизиран дизајн на вентилаторот.",3,27990.0,31990.0,2600,2800,-15,43
HAIER,TUNDRA PLUS AS25TAEHRA-THC/1U25YEFFRA-1,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"180° sine wave DC Inverter технологија со IntelligentAir, Super Quiet mode, Comfortable sleep mode - режими на работа , Eurovent сертификат, можност за Wi-Fi управување, функција на самочистење и самодијагностицирање, Auto-restart, 24hтајмер.",3,27990.0,36990.0,2600,2900,-15,43
HAIER,TUNDRA GREEN AS25TADHRA-CL/1U25BEЕFRA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"180° sine wave DC Inverter технологија со IntelligentAir, Super Quiet mode, Comfortable sleep mode - режими на работа 
, Eurovent сертификат, можност за Wi-Fi управување, функција на самочистење и самодијагностицирање, Auto-restart, 24hтајмер.",3,27990.0,33990.0,2600,2900,-15,43
GREE,Charmo Arctic PRO II GWH12ATCXB-K6DNA4A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Функции,10,27990.0,30990.0,3510,3810,-25,50
GREE,PULAR PREMIUM GWH12AGC-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,30,/,10,27990.0,33990.0,3200,3400,-15,43
TESLA,STANDARD TT51X81-18410A,СТАНДАРД СПЛИТ СИСТЕМ,A,55,/,3,28990.0,29990.0,4990,5310,-7,43
VIVAX,ACP-12CH35AERI+ R32 Red,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,/,5,29990.0,36990.0,3517,3810,-25,50
VIVAX,ACP-12CH35AERI+ R32 Silver,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,/,5,29990.0,36990.0,3517,3810,-25,50
VIVAX,ACP-12CH35AERI+ R32 Gold,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,/,5,29990.0,36990.0,3517,3810,-25,50
HAIER,TIDE PLUS AS35TAMHRA-C/1U35YEFFRA-C,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"DC Inverter технологија со Intelligent Air, функција на самочистење и самодијагностицирање, можност за Wi-Fi управување, Auto-restart, 24h тајмер, оптимизиран дизајн на вентилаторот.",3,29990.0,33990.0,3200,3400,-15,43
HAIER,TUNDRA PLUS AS35TADHRA-THC/1U35MEEFRA-1,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"180° sine wave DC Inverter технологија со IntelligentAir, Super Quiet mode, Comfortable sleep mode - режими на работа , Eurovent сертификат, можност за Wi-Fi управување, функција на самочистење и самодијагностицирање, Auto-restart, 24hтајмер.",3,29990.0,38990.0,3600,3700,-15,43
BOSCH,CLIMATE 2000 35 WE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"- Внатрешната единица може да работи исклучително тивко со ниво на бучавост од само 21 dB(A)
- Филтрите со висока густина и филтрите со ладен катализатор ја отстрануваат прашината и поленот од просторијата до 80%
- Комбинацијата на вертикални и хоризонтални перки за вентилација обезбедува рамномерна распределба на протокот на воздух",3,30900.0,36900.0,3500,3800,-15,50
VIVAX,ACP-12CH35AERI+ R32 Silver Mirror,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,/,5,30990.0,36990.0,3517,3810,-25,50
CARRIER,Crystal Ultra Clean Plus 42QHG009D8SU2 / 38QHG009D8SU2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"Фабрички вграден Wi-Fi
Triple action filter",3,30990.0,36990.0,2750,2900,-15,50
SAMSUNG,AR12TXHQASINEU,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"* Тивко и пријатно работење 
* Филтер и пријатно работење",2,31490.0,34990.0,3520,3810,-15,46
TOSOT,MUSE PREMIUM TWH18AFD-K6DNA5A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"Произведено од GREE. Самодијагноза, интелегентно отопување, аuto restart, нормален sleep mode,тајмер, turbo.",3,31990.0,43990.0,4600,5200,-15,43
HISENSE,UNI PURE HB35XU0AG-AS35XU0EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,35,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,32290.0,37990.0,3200,3900,-22,43
TESLA,CLASSIC TT51EX21-1832IA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,3,32990.0,,5100,5100,-20,53
VIVAX,ACP-18CH50AEQIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"Висока ефикасност, прикажување на самодијагноза, индикатор за истекување на гасот за разладување, 1W standby, турбо, заштита на вентил на надворешна единица, интелегентно отопување, 12 Fan Speed, безшумна опција, двосмерен одвод на кондензат, дигитален екран.",5,32990.0,45990.0,5275,5570,-15,50
VIVAX,ACP-12CH35AEHI+ R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,/,5,33990.0,39990.0,3517,3810,-25,50
GREE,Charmo Premium GWH18ATDXB-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,50,GREE компресор со магнети од ретки метали (Rare Earth Magnet) Функции,10,33990.0,39990.0,4600,5200,-15,43
VIVAX,ACP-18CH50AEGIs R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,33990.0,39990.0,5275,5568,-10,50
TESLA,SELECT TT51EX81-1832IAW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,3,33990.0,,5100,5100,-20,53
VIVAX,ACP-12CH35AEHI+ R32 GOLD,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,/,5,34990.0,39990.0,3517,3810,-25,50
VIVAX,ACP-12CH35AEHI+ R32 SILVER,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,/,5,34990.0,39990.0,3517,3810,-25,50
CARRIER,Crystal Ultra Clean Plus 42QHG012D8SU2 / 38QHG012D8SU2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Фабрички вграден Wi-Fi Triple action filter,3,34990.0,41990.0,3650,3900,-15,50
VIVAX,ACP-18CH50AEMIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,35990.0,46990.0,5275,5570,-15,50
VIVAX,ACP-12CH35AEHI+ R32 GRAY MIRROR,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,/,5,35990.0,39990.0,3517,3810,-25,50
AUX,Gentle Breeze ASW-H18E3A4/CAR3DI-C0,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"A++ / A+++ висока енергетска класа при ладење / греење (топла зона)
DC Hybrid inverter  технологија
SOFT AIR микро отвори за безосетно ладење
вграден WiFi уред за постојана контрола 
I FEEL опција со далечинско како термостат, VOICE Control, 4D Wind, UVC дезинфекција
греач во када на надворешната единица против мрзнење
опсег на работа ладење – надворешна температура од 15 ÷ 52oC
опсег на работа греење – надворешна температура од -25 ÷ 24oC",5,36990.0,,5400,5600,-25,52
HISENSE,Energy Pro + QE35XV4EG-AS35XV4EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,36990.0,49990.0,3500,4200,-22,43
GREE,Console GEH09AAXB-K6DNA1A,ПАРАПЕТНИ/КОНЗОЛНИ,A++,25,"Самодијагностика, Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, 8°С греење, економичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина.",10,36990.0,49990.0,2700,2900,-22,43
CARRIER,Superia 42QHB012D8SP / 38QHG012D8SP,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,- Triple Filter,3,36990.0,46990.0,3500,3800,-15,50
HISENSE,EASY SMART CA50XS1AG-CA50XS1AW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,36990.0,42990.0,5000,5600,-20,43
GREE,CLIVIA GWH12AUCXB-K6DNA1A White,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Интертек сертификат,10,36990.0,39990.0,3510,3810,-25,53
GREE,Console GEH12AAXD-K6DNA1A,ПАРАПЕТНИ/КОНЗОЛНИ,A++,35,"Самодијагностика, Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, 8°С греење, економичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина.",10,37990.0,49990.0,3520,3800,-22,43
VIVAX,ACP-18CH50AENI R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,37990.0,45990.0,5275,5568,-20,50
GREE,CLIVIA GWH12AUCXB-K6DNA1A Blue,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Интертек сертификат,10,37990.0,39990.0,3510,3810,-25,53
SAMSUNG,LUZON AR12TXHZAWKNEU,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"* Функцијата AUTO CLEAN автоматски го стартува вентилаторот за отстранување на прашина и влага во разменувачот на топлина
* EASY Filter Plus лоциран на надворешната страна , одозгора , така што лесно може да се извлече и исчисти",2,38690.0,42990.0,3500,4000,-15,46
BOSCH,CLIMATE 3200i 35 WE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"Добитник на Eurovent сертификат. Eurovent тестира и потврдува дека перформансите и техничките карактеристики на производите за климатизација се целосно усогласени со европските и светските стандарди. Eurovent Certification е светски лидер во сертификација од трети страни, со што обезбедува гаранција за перформансите на производот и гарантира дека сертифицираните производи ќе работат како што се рекламираат.",3,38900.0,44990.0,3500,3800,-20,50
CARRIER,Extreme 2 38QHG009D8SE / 42QHG009D8SE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"Интегриран грејач на надворешна единица за заштита од
замрзнување.Pre Filter, Cold Catalyst, Vitamin C, Ionizer – филтрирачки систем.Вклученa UV lamp, Green Fin (9, 12).Функции Breeze Away, Follow Me, Turbo, X-Eco, Sleep и Quie.Golden Fin – антикорозивен, антибактериски слој врз топлинскиот изменувач.Wi-Fi уред вклучен во цената, Eurovent сертификат.Функција на самодијагностицирање, Auto Defrosting, Auto Restart, 24h тајмер",3,38990.0,43990.0,2750,2900,-20,50
VAILLANT,PRO VAIB1-025WN,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,/,2,38990.0,41990.0,2700,3000,-15,50
VAILLANT,INTRO VAIL1-030,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,2,38990.0,42990.0,3200,3400,-15,43
TOSHIBA,SEIYA CLASSIC 2 RAS-B10B2KVG-Е2 / RAS-10B2AVG-E2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"- A++ / А+ висока енергетска класа ладење /греење
-Нова генерација на надворешна единица
-DC Hybrid Inverter технологија
-ULTRA FRESH филтер, функција самочистење со антипрашлест филтер
-Исклучително тивка работа (дури до 19 dB)
-Опција за Wi-Fi управување (со доплата)",3,38990.0,45990.0,2500,3200,-15,46
HISENSE,Energy PRO X QH35XV4BG-AS35XV4EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,39990.0,44990.0,3500,4200,-22,43
GREE,FREE AIR GWH12AOC-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,40,Eдинствениот GREE клима уред со УВ лампа и внес на свеж воздух во вашиот дом!,10,39990.0,49990.0,3700,4800,-15,43
GREE,AIRY PRO White GWH12AVCXD-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,"Самодијагностика, Грее-AI технологија на самоучење, Паметно Одвлажнување, (HDT)-Хибридна Дефрост Технологија, Лимитатор на Моќноста на 50%, 75%, или 100%, вградена UV-C ламба за дезинфекција на бактерии и вируси,  Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, Греење од 8°С до 30°С греење, Економичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина, Aвтоматски вертикален и хоризонтален Swing.",10,39990.0,,3500,3810,-25,50
GREE,PULAR PREMIUM GWH18AGD-K6DNA1D,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,50,/,10,39990.0,45990.0,4600,5200,-15,43
GREE,AIRY PRO Silver GWH12AVCXD-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,"Самодијагностика, Грее-AI технологија на самоучење, Паметно Одвлажнување, (HDT)-Хибридна Дефрост Технологија, Лимитатор на Моќноста на 50%, 75%, или 100%, вградена UV-C ламба за дезинфекција на бактерии и вируси,  Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, Греење од 8°С до 30°С греење, Економичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина, Aвтоматски вертикален и хоризонтален Swing.",10,40990.0,,3500,3810,-25,50
GREE,AIRY PRO Black GWH12AVCXD-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,"Самодијагностика, Грее-AI технологија на самоучење, Паметно Одвлажнување, (HDT)-Хибридна Дефрост Технологија, Лимитатор на Моќноста на 50%, 75%, или 100%, вградена UV-C ламба за дезинфекција на бактерии и вируси,  Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, Греење од 8°С до 30°С греење, Eкономичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина, Aвтоматски вертикален и хоризонтален Swing.",10,40990.0,,3500,3810,-25,50
GREE,S Nordic GWH09APAXE-K6DNA3A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,30,"- Eлектронски експанзионен вентил, Грејач против замрзнување на кондензот, Двореден изменувач.
- Функции",10,40990.0,46990.0,2700,3600,-30,43
GREE,AIRY PRO Gold GWH12AVCXD-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,"Самодијагностика, Грее-AI технологија на самоучење, Паметно Одвлажнување, (HDT)-Хибридна Дефрост Технологија, Лимитатор на Моќноста на 50%, 75%, или 100%, вградена UV-C ламба за дезинфекција на бактерии и вируси, Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, Греење од 8°С до 30°С греење, Економичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина, Aвтоматски вертикален и хоризонтален Swing.",10,40990.0,,3500,3810,-25,50
HISENSE,WINGS PRO KB50XS1EG-KB50XS1EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,40990.0,47990.0,5000,5600,-20,43
TESLA,ADVANCE TT51TP81-1832IHWT,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,55,"Функција против создавање на мувла и габи 
Функција против ‘рѓа 
Стерилизација на 56°C",3,41990.0,,5200,5500,-25,52
