brand,model,type,energy_class,area,functions,guarantee,curr_price,prev_price,min_power,max_power,min_temp,max_temp
HAIER,FLEXIS AS35S2SF1FA/1U35S2SM1FA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,"A-PAM DC Inverter технологија со IntelligentAir, super Quiet mode, comfortable sleep mode - режими на работа, LED дисплеј во боја, Wi-Fi уред вклучен во цената, вграден Eco sensor, dry функција за одвлажување и можност за 3М Purify Filter, функција Clean Air за активно прочистување на воздухот од вируси, бактерии и прашина, функција на самочистење и самодијагностицирање, аuto-restart, Real Clock Timer.",3,41990.0,49990.0,3500,4200,-20,43
GREE,S Nordic GWH12APAXE-K6DNA3A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,40,"Eлектронски експанзионен вентил, Грејач против замрзнување на кондензот, Двореден изменувач.
 Функции",10,41990.0,49990.0,3520,3800,-30,43
VIVAX,ACP-18CH50AERI+ R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,42990.0,52990.0,5275,5568,-20,50
CARRIER,Extreme 2 38QHG012D8SE / 42QHG012D8SE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"Интегриран грејач на надворешна единица за заштита од
замрзнување.Pre Filter, Cold Catalyst, Vitamin C, Ionizer – филтрирачки систем.Вклученa UV lamp, Green Fin (9, 12).Функции Breeze Away, Follow Me, Turbo, X-Eco, Sleep и Quie.Golden Fin – антикорозивен, антибактериски слој врз топлинскиот изменувач.Wi-Fi уред вклучен во цената, Eurovent сертификат.Функција на самодијагностицирање, Auto Defrosting, Auto Restart, 24h тајмер",3,42990.0,46990.0,3650,3900,-20,50
TOSHIBA,SEIYA CLASSIC 2 RAS-B13B2KVG-Е2 / RAS-13B2AVG-E2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"- A++ / А+ висока енергетска класа ладење /греење -Нова генерација на надворешна единица -DC Hybrid Inverter технологија -ULTRA FRESH филтер, функција самочистење со антипрашлест филтер -Исклучително тивка работа (дури до 19 dB) -Опција за Wi-Fi управување (со доплата)",3,42990.0,48990.0,3300,3600,-15,46
SAMSUNG,CEBU AR12TXFYAWKNEU/AR12TXFYAWKXEU,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"* Функцијата на вештачка интелегенција ( AI ) го анализира и помни начинот на употреба на единицата на корисникот и автоматски го користи режимот кој најмногу одговара на тековната сотојба , земајќи во предвид внатрешната и надворешната температура , посакуваната температура и времето на работа.
* Интегриран WI-FI",2,43640.0,48490.0,3500,3500,-15,46
TESLA,ADVANCE TT51TP91-1832IHWT,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"Функција против создавање на мувла и габи 
Функција против ‘рѓа 
Стерилизација на 56°C",3,43990.0,,5100,5800,-25,53
GREE,Charmo Arctic PRO II GWH18ATDXD-K6DNA4A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,Функции,10,43990.0,49990.0,5300,5600,-25,50
VAILLANT,PRO VAIB1-035WN,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,2,43990.0,46990.0,3500,3800,-15,50
VIVAX,ACP-12CT35AERI+ R32,ПАРАПЕТНИ/КОНЗОЛНИ,A++,40,"Двоен издувен воздух
Подните сплит ситеми имаат издувни гасови на две
страни за уште поефикасно загревање и ладење.
Дефлекторите интелигентно го насочуваат ладниот
воздух нагоре и топлиот воздух надолу, за брзо и
ефикасно поставување на совршената температура
без да дува воздух директно кон луѓето присутни
во просторијата.",5,44990.0,59990.0,3520,3810,-20,50
HAIER,TUNDRA PLUS AS50TDDHRA-THC/1U50MEMFRA-C,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"180° sine wave DC Inverter технологија со IntelligentAir, Super Quiet mode, Comfortable sleep mode - режими на работа , Eurovent сертификат, можност за Wi-Fi управување, функција на самочистење и самодијагностицирање, Auto-restart, 24hтајмер.",3,44990.0,55990.0,5000,5200,-15,43
TOSOT,MUSE EXTREME LCLH TWH18AFD-K6DNA5I,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"Произведено од GREE. Самодијагноза, Интелегентно отопување, Аuto restart, I Feel фунција, Нормален Sleep Mode,Тајмер, Турбо.",3,45990.0,57990.0,5200,5600,-25,50
HITACHI,RAK-DJ35PHAE/RAC-DJ35PHAE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,40,/,2,45990.0,49990.0,3500,4200,-15,50
TESLA,SELECT TT68EX81-2432IAW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,75,/,3,45990.0,,6810,6870,-20,53
VIVAX,ACP-18CH50AERI+ R32 Silver Mirror,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,46990.0,52990.0,5275,5568,-20,50
HAIER,AS50RCBHRA / 1U50MERFRA Revive,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"- Фабрички вграден hOn Wi-Fi - Tивок режим на работа (18dB) - Coanda Plus технологија за рамномерна дистрибуција на воздухот - Super Quiet mode, Comfortable sleep mode, Aнтибактериски филтер - Модерниот дизајн дава можност за многу брза и прецизна инсталација",3,46990.0,,4800,4800,-15,43
FUJITSU,ASYG-12KPCA / AOYG-12KPCA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,/,2,47490.0,,3400,3800,-15,46
MITSUBISHI,Heavy Standard  SRK25ZSP-W,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,Компактниот дизајн на ZSP серијата ги прави перфектини за мали простори како што се спални соби и детски соби.,3,47690.0,,2500,2800,-15,46
BOSCH,CLIMATE 4000i 35 WE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"- Греач на компресор и греач во садот за кондензат
- I-clean’ функција, го загрева воздухот во испарувачот до 56 °C и на тој начин ги отстранува штетните бактерии
- ‘Wind avoid me’, избегнете воздухот да дува директно врз вас
- ‘Follow me’  преку сензор во далечинскиот управувач ја мери температурата во областа каде се наоѓа далечинскиот управувач
- ‘Gear’ режим, за заштеда на енергија, можни се три брзини на вентилаторот
- ‘8°C heating’ mode, заштита од смрзнување внатре во просторијата, одржувајќи температура од +8°C
- Работа во режим на ладење при ниски надворешни температури (на пр. во сервер соби)",3,47900.0,56900.0,3500,3800,-21,50
GREE,FAIRY PREMIUM Black GWH18ACD-K6DNA1I,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"SMART DC Инвертер со G10 технологија, патент на ГРЕЕ
GREE компресор со магнети од ретки метали (Rare Earth Magnet)
Двореден топлински изменувач во надворешната единица
EEV – Eлектронски експанзионен вентил, Грејач за одмрзнување на кондензат
Функции",10,47990.0,61990.0,5200,5600,-25,50
VIVAX,ACP-18CH50AEHI+ R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,47990.0,52990.0,5275,5569,-25,50
GREE,FAIRY PREMIUM PLUS GWH18ACDXF-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"SMART DC Инвертер со G10 технологија, патент на GREE компресор со магнети од ретки метали (Rare Earth Magnet) Двореден топлински изменувач во надворешната единица EEV – Eлектронски експанзионен вентил, Грејач за одмрзнување на кондензат Функции",10,47990.0,56990.0,5300,5600,-25,50
HISENSE,ENERGY SE KA50BS0EG-KA50BS0EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,47990.0,55990.0,5000,5400,-22,43
SAMSUNG,WIND FREE COMFORT AR12TXFCAWKNEU/AR12TXFCAWKXEU,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"* Опцијата WindFree го неутрализира директниот нацрт благодарение на 21 000 микро дупки .
* Функцијата на вештачка интелегенција ( AI ) го анализира и помни начинот на употреба на единицата на корисникот и автоматски го користи режимот кој најмногу одговара на тековната сотојба , земајќи во предвид внатрешната и надворешната температура , посакуваната температура и времето на работа.
* Интегриран WI-FI",2,48590.0,53990.0,3500,3500,-15,46
TOSHIBA,SEIYA NEW RAS-B10E2KVG-Е / RAS-10E2AVG-E,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"A++ висока енергетска класа ладење / греење
• DC Hybrid Inverter технологија
• ULTRA Fresh филтер, функција самочистење со антипрашест
филтер
• исклучително тивка работа (дури до 19 dB)",3,48990.0,53990.0,2500,3200,-15,46
VIVAX,ACP-18CH50AEHI+ R32 SILVER,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,48990.0,52990.0,5275,5569,-25,50
VIVAX,ACP-18CH50AEHI+ R32 GOLD,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,48990.0,52990.0,5275,5569,-25,50
BOSCH,CLIMATE 2000 53 WE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"- Внатрешната единица може да работи исклучително тивко со ниво на бучавост од само 21 dB(A)
- Филтрите со висока густина и филтрите со ладен катализатор ја отстрануваат прашината и поленот од просторијата до 80%
- Комбинацијата на вертикални и хоризонтални перки за вентилација обезбедува рамномерна распределба на протокот на воздух",3,49900.0,57900.0,5300,5600,-15,50
AUX,Gentle Breeze ASW-H24G3A4/CAR3DI-B9,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,70,"A++ / A+++ висока енергетска класа при ладење / греење (топла зона)
DC Hybrid inverter  технологија
SOFT AIR микро отвори за безосетно ладење
вграден WiFi уред за постојана контрола 
I FEEL опција со далечинско како термостат, VOICE Control, 4D Wind, UVC дезинфекција
греач во када на надворешната единица против мрзнење
опсег на работа ладење – надворешна температура од 15 ÷ 52oC
опсег на работа греење – надворешна температура од -25 ÷ 24oC",5,49990.0,,7300,7300,-25,52
TOSOT,Nordic Pro TWH12YD-S6DBA2A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,45,"Произведено од GREE. Самодијагноза, Интелегентно отопување, Аuto restart, I Feel фунција, Нормален Sleep Mode,Тајмер, Турбо.",3,49990.0,63990.0,3530,4200,-30,52
TOSHIBA,SEIYA NEW RAS-B13E2KVG-Е / RAS-13E2AVG-E,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"A++ висока енергетска класа ладење / греење • DC Hybrid Inverter технологија • ULTRA Fresh филтер, функција самочистење со антипрашест филтер • исклучително тивка работа (дури до 19 dB)",3,49990.0,54990.0,3300,3600,-15,46
VIVAX,ACP-18CH50AEHI+ R32 GRAY MIRROR,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,5,49990.0,55990.0,5275,5569,-25,50
GREE,Console GEH18AAXF-K6DNA1A,ПАРАПЕТНИ/КОНЗОЛНИ,A++,55,"Самодијагностика, Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, 8°С греење, економичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина.",10,49990.0,61990.0,5200,5330,-22,43
CARRIER,Crystal Ultra Clean Plus 42QHG018D8SU2 / 38QHG018D8SU2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,Фабрички вграден Wi-Fi Triple action filter,3,49990.0,61990.0,5280,5700,-15,50
GREE,AMBER NORDIC -30 GWH12YD-S6DBA2A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,45,"Aвтоматско работење, вентилатор, нормален мод за спиење, вертикална и хоризонтална авто нишалка, auto fan, тивок мод на работа, i-feel функција, интелигентно одмрзнување, auto restart, турбо, self дијагностика, превенција од ладен воздух, тајмер, турбо копче, intelligent auto restast, dehumidifying, 3D проток на воздух, two-stage compressor заклучување, lcd (back light), led, интелигентно предзагревање, штедење на енергија, режим на греење (8°C), турбо ладење, низок напон на стартување.",10,49990.0,65990.0,3530,4200,-30,52
HAIER,Console 09 AF25S2SD1FA/1U25S2SM1FA,ПАРАПЕТНИ/КОНЗОЛНИ,A++,25,"180° sine wave DC Inverter технологија со Intelligent Air
Super Quiet mode, Comfortable sleep mode, Turbo mode
3D Air flow, антипрашест филтер, функција на одвлажување, Греење во подот - долна зона, елегантен дизајн, тивка работа
Функција на самочистење и самодијагностицирање, Auto-restart, 24h тајмер, 56°C стерелизација.",3,50990.0,,2500,3000,-15,43
AUX,AUCO-H12/4DR3HA / AL-H12/NDR3HB2,ПАРАПЕТНИ/КОНЗОЛНИ,A++,35,"A++ / A+ висока енергетска класа при ладење / греење
избор за греење во подот - долна зона со ефект на подно греење или горна зона според потребите на корисникот
целосен филтрирачки систем со подолг период на филтрација
вграден WiFi уред за постојана контрола 
греач во када на надворешната единица против мрзнење
опсег на работа ладење – надворешна температура од 15 ÷ 52oC
опсег на работа греење – надворешна температура од -25 ÷ 24oC",5,51500.0,,3500,3500,-25,52
HISENSE,UNI PURE HB50BP0AG-AS50BP0EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,52990.0,59990.0,5000,5600,-22,43
HAIER,Console 12 AF35S2SD1FA/1U35S2SM1FA,ПАРАПЕТНИ/КОНЗОЛНИ,A++,35,"180° sine wave DC Inverter технологија со Intelligent Air Super Quiet mode, Comfortable sleep mode, Turbo mode 3D Air flow, антипрашест филтер, функција на одвлажување, Греење во подот - долна зона, елегантен дизајн, тивка работа Функција на самочистење и самодијагностицирање, Auto-restart, 24h тајмер, 56°C стерелизација.",3,52990.0,,3400,3500,-15,43
GREE,PULAR PREMIUM GWH24AGD-K6DNA1C,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,65,/,10,53990.0,61990.0,6200,6500,-15,43
GREE,Charmo Premium GWH24ATDXE-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,65,GREE компресор со магнети од ретки метали (Rare Earth Magnet) Функции,10,53990.0,,6200,6500,-15,43
MITSUBISHI,Heavy Standard  SRK35ZSP-W,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,Компактниот дизајн на ZSP серијата ги прави перфектини за мали простори како што се спални соби и детски соби.,3,54590.0,,3200,3600,-15,46
VIVAX,ACP-24CH70AEQIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,75,"Висока ефикасност, прикажување на самодијагноза, индикатор за истекување на гасот за разладување, 1W standby, турбо, заштита на вентил на надворешна единица, интелегентно отопување, 12 Fan Speed, безшумна опција, двосмерен одвод на кондензат, дигитален екран.",5,54990.0,59990.0,7034,7330,-15,50
FUJITSU,ASYG-12KMCE / AOYG-12KMCC,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,40,/,2,54990.0,,3400,4000,-15,46
VIVAX,ACP-24CH70AEMIS R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,75,"Висока ефикасност, самодијагноза, 1W standby, заштита на вентил надворешна единица, 12 Fan Speed, self cleaning, индикатор за истекување на гасот за разладување, безшумна операција, двосмерен одвод на кондензат, дигитален екран, sleep mode, тајмер, интелегентно отопување, memory функција, турбо, Wi-Fi ready.",5,54990.0,59990.0,7034,7330,-15,50
TOSHIBA,SEIYA CLASSIC 2 RAS-B16B2KVG-Е2 / RAS-16B2AVG-E2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,50,"- A++ / А+ висока енергетска класа ладење /греење -Нова генерација на надворешна единица -DC Hybrid Inverter технологија -ULTRA FRESH филтер, функција самочистење со антипрашлест филтер -Исклучително тивка работа (дури до 19 dB) -Опција за Wi-Fi управување (со доплата)",3,54990.0,59990.0,4200,5000,-15,46
DAIKIN,SENSIRA FTXF25D/RXF25D,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,25,"Економичен режим, комфорт проток на воздух, моќен режим на работа, 24 часовен тајмер,беззвучна работа на внатрешната единица, онлајн контролер (опционално)- управување на внатрешната единица преку мобилна аплиакција од било каде, преку локална мрежа или интернет.",3,55450.0,,2500,2800,-15,46
HISENSE,EASY SMART CA70BT1AG-CA70BT1AW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,70,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,55990.0,,6500,7100,-20,43
SAMSUNG,LUZON AR18TXHZAWKNEU/AR18TXHZAWKXEU,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"* Функцијата AUTO CLEAN автоматски го стартува вентилаторот за отстранување на прашина и влага во разменувачот на топлина 
* EASY Filter Plus лоциран на надворешната страна , одозгора , така што лесно може да се извлече и исчисти",2,56240.0,62490.0,5000,6000,-15,46
CARRIER,XPower 42QZY012D8S/38QUS012D8S-1,ПАРАПЕТНИ/КОНЗОЛНИ,A++,40,-Функции,3,56990.0,,3700,4050,-15,50
VAILLANT,PRO VAIB1-050WN,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,/,2,56990.0,72990.0,5300,5600,-15,50
GREE,CLIVIA GWH18AUDXD-K6DNA1A White,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,Интертек сертификат,10,56990.0,59990.0,5300,5350,-25,50
VIVAX,ACP-18CT50AERI+ R32,ПАРАПЕТНИ/КОНЗОЛНИ,A++,55,"Двоен издувен воздух Подните сплит ситеми имаат издувни гасови на две страни за уште поефикасно загревање и ладење. Дефлекторите интелигентно го насочуваат ладниот воздух нагоре и топлиот воздух надолу, за брзо и ефикасно поставување на совршената температура без да дува воздух директно кон луѓето присутни во просторијата.",5,57990.0,,5000,4980,-20,50
GREE,CLIVIA GWH18AUDXD-K6DNA1A Blue,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,Интертек сертификат,10,57990.0,59990.0,5300,5350,-25,50
AUX,AUCA-H18/NDR3HY2A / AL-H18/NDR3HB2,КАСЕТНИ СПЛИТ СИСТЕМ,A++,55,"А++/А++ енергетска класа на ладење и греење
сите касетни единици имаат вградена пумпа за кондензат (1200mm) за голема флексибилност при монтажа 
рамномерна 4-страна дистрибуција на воздухот
опција за WiFi со доплата
twin rotary GMCC компресор
греач на компресор и во када на кондензатор против мрзнење
опсег на работа ладење – надворешна температура од -15 ÷ 52oC
опсег на работа греење – надворешна температура од -15 ÷ 24oC
гаранција 24 месеци",2,58500.0,,5280,5600,-15,52
BOSCH,CLIMATE 3200i 53 WE,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"Добитник на Eurovent сертификат. Eurovent тестира и потврдува дека перформансите и техничките карактеристики на производите за климатизација се целосно усогласени со европските и светските стандарди. Eurovent Certification е светски лидер во сертификација од трети страни, со што обезбедува гаранција за перформансите на производот и гарантира дека сертифицираните производи ќе работат како што се рекламираат.",3,58900.0,63900.0,5600,5300,-20,50
VIVAX,ACP-12CC35AERI+ R32,КАСЕТНИ СПЛИТ СИСТЕМ,A++,35,"Посебно дизајниран 360° Air Flow панел, висока ефикасност, прикажување на самодијагноза, 1W standby, заштита на вентил на надворешна единица, греачи на компресор и кондензатор, пумпа за одвод на кондензот, memory функција, sleep mode, self cleaning, 12 Fan Speed, auto swing, жичен управувач.",5,58990.0,,3520,3810,-20,50
HAIER,FLEXIS AS50S2SF1FA/1U50S2SJFA,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"A-PAM DC Inverter технологија со IntelligentAir, super Quiet mode, comfortable sleep mode - режими на работа, LED дисплеј во боја, Wi-Fi уред вклучен во цената, вграден Eco sensor, dry функција за одвлажување и можност за 3М Purify Filter, функција Clean Air за активно прочистување на воздухот од вируси, бактерии и прашина, функција на самочистење и самодијагностицирање, аuto-restart, Real Clock Timer.",3,58990.0,61990.0,5200,6000,-20,43
MITSUBISHI,Heavy Premium  SRK25ZS-W,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,25,ZS серијата нуди елегантен безвремен дизајн кој што одлично се вклопува во мали и средни дневни соби.,3,59990.0,,2500,3200,-20,46
VIVAX,ACP-12CH35AEYIs R32,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,45,"Висока ефикасност, јонизатор, ЕСО mode, 1W standby, детектор за движење, контрола за влажност на воздухот, самодијагноза, тајмер, безшумна опција, греач на компресор, греач на кондензатор, дигитален екран, интелигентно одмрзнување, 3D airflow, двосмерен одвод на кондензат, турбо, sleep mode, self cleaning, 12 Fan Speed, заштита на вентил надворешна единица, iFeel фунција, louver position memory function, turbo фунција, memory функција, комплетно вградена Wi-Fi функција!",5,59990.0,,3517,4250,-32,50
TOSHIBA,SUPER DAISEIKAI 9 RAS-10PKVPG-E,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,30,"Најнова Toshiba TWIN ROTTARY компресорска технологија, 3D Air Flow, On-demand defrosting, плазма јонизирачки филтер, неделен и дневен тајмер, Colored LED (син/црвен) диспеј, нов систем на дување и тивка работа, EUROVENT серттификат за квалитет.",3,59990.0,89990.0,2500,3200,-15,46
TOSHIBA,SEIYA NEW RAS-B16E2KVG-Е / RAS-16E2AVG-E,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,50,"A++ висока енергетска класа ладење / греење • DC Hybrid Inverter технологија • ULTRA Fresh филтер, функција самочистење со антипрашест филтер • исклучително тивка работа (дури до 19 dB)",3,59990.0,69990.0,4200,5000,-15,46
VIVAX,ACP-12DT35AERI+ R32,КАНАЛНИ СИСТЕМИ,A++,35,/,5,59990.0,,3520,3810,-20,50
TOSHIBA,SEIYA RAS-B16J2KVG-E / RAS-16E2AVG-E,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,50,"DC Hybrid Inverter технологија, функција самочистење со антипрашлест филтер, опција за далечински управувач тип RB-RXS30-E со многу други дополнителни можности и функции (со доплата), EUROVENT серттификат за квалитет.",3,59990.0,64990.0,4200,5000,-15,46
GREE,SOYAL GWH12AKC-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A+++,45,/,10,59990.0,65990.0,3530,4200,-25,52
GREE,AIRY PRO White GWH18AVDXE-K6DNA1A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"Самодијагностика, Грее-AI технологија на самоучење, Паметно Одвлажнување, (HDT)-Хибридна Дефрост Технологија, Лимитатор на Моќноста на 50%, 75%, или 100%, вградена UV-C ламба за дезинфекција на бактерии и вируси,  Интелигентен Дефрост, I-Feel, Плазма филтер, вградена WiFi контрола, Греење од 8°С до 30°С греење, Eкономичен мод, Турбо функција за брзо ладење/греење, 7 Fan брзини на дување, Quiet Fan брзина, Aвтоматски вертикален и хоризонтален Swing.",10,59990.0,,5300,5600,-25,50
CARRIER,Legacy 42QHC022D8LS/38QHC022D8LS,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,55,"-3D DC Inverter Toshiba Carrier компресорска технологија.
-Функција Follow Me и Eco, Sleep, Silent режими на работа, Auto Defrosting.
-„5 action filter”– (HEPA, Cold Catalyst, PreFilter, Vitamin C, Anion филтер).
-Oпција за Wi-Fi управување (со доплата).",3,59990.0,69990.0,4200,5500,-15,46
GREE,S Nordic GWH18APAXH-K6DNA3A,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,60,"Eлектронски експанзионен вентил, Грејач против замрзнување на кондензот, Двореден изменувач.
 Функции",10,59990.0,69990.0,5300,5600,-30,43
CARRIER,Crystal Ultra Clean Plus 42QHG024D8SU2 / 38QHG024D8SU2,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,75,Фабрички вграден Wi-Fi Triple action filter,3,59990.0,73990.0,7040,7500,-15,50
DAIKIN,SENSIRA FTXF35D/RXF35D,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,35,"Економичен режим, комфорт проток на воздух, моќен режим на работа, 24 часовен тајмер,беззвучна работа на внатрешната единица, онлајн контролер (опционално)- управување на внатрешната единица преку мобилна аплиакција од било каде, преку локална мрежа или интернет.",3,60800.0,,3300,3500,-15,46
HISENSE,WINGS PRO KB70BT1EG-KB70BT1EW,ИНВЕРТЕР СПЛИТ СИСТЕМ,A++,70,5 години гаранција на компресор ( 16.10.2025-31.10.2025 ) со регистрација на https,2,60990.0,,6500,7100,-20,43
